Date,Open,High,Low,Close,Volume
2020-01-02,205.1401397367004,208.1564620946976,204.66388149911694,208.14654541015625,12077100
2020-01-03,205.59660355453667,208.76175248015903,205.3386183078235,207.04522705078125,11188400
2020-01-06,205.0905414609908,211.12320177073943,204.9119502859545,210.94461059570312,17058900
2020-01-07,211.16289467328085,212.9091850683675,210.10121890912478,211.40101623535156,14912400
2020-01-08,211.341519588777,214.55629744981584,210.95455684865024,213.5442352294922,13475000
2020-01-09,215.84614294905182,216.67961389127672,214.59595924568188,216.60023498535156,12642800
2020-01-10,217.4932292798279,218.16794243532362,215.72709019217615,216.3621063232422,12119400
2020-01-13,217.8901329574613,220.24167456420014,217.50317022293493,220.18214416503906,14463400
2020-01-14,219.88445679338435,220.64846550559204,216.92766450065454,217.35430908203125,13288900
2020-01-15,218.89222040585693,219.95388097596057,218.425878850585,219.42800903320312,10036500
2020-01-16,220.83698679349612,220.89651718671533,218.6739532866718,220.043212890625,10015300
2020-01-17,220.3012104997265,220.55918061590063,218.8128899233792,220.4103546142578,15905900
2020-01-21,220.4301848234441,220.63854120844226,217.41384689413272,219.71578979492188,14275800
2020-01-22,220.57902258431162,221.0155990294826,219.55704369674288,219.59674072265625,12212800
2020-01-23,219.03117089962214,219.76541447669973,217.5626988854463,218.0488739013672,11195000
2020-01-24,219.0807581343057,220.05312318860922,214.4272740930298,216.24302673339844,11905800
2020-01-27,211.44070763932004,214.37765118667988,210.84537347000224,213.19691467285156,13810700
2020-01-28,214.45704612676462,217.03680753347362,211.85745134891118,216.0941925048828,13413800
2020-01-29,219.7157657381559,222.45426962099896,216.74904184342662,221.4918212890625,33181300
2020-01-30,204.92187300257686,209.78371357248747,203.15573401089648,207.8985137939453,48775500
2020-01-31,206.8070821530458,207.0650673895748,199.49447245565628,200.33786010742188,31359900
2020-02-03,201.85593745533228,203.54269754941683,200.92325424778556,202.60009765625,15495600
2020-02-04,205.0111849473292,208.96020627969224,203.60224334381496,208.19619750976562,19628900
2020-02-05,210.85530559513091,211.07359379720026,207.08490604661267,208.4739990234375,12538200
2020-02-06,208.83120592530642,209.54560095697394,207.7099996678324,209.208251953125,10567500
2020-02-07,208.66251967249352,211.16290214252007,208.295390351353,210.6767120361328,12242500
2020-02-10,209.87301403214792,212.13525971168318,209.01970977478095,211.40101623535156,11856400
2020-02-11,208.55340818422275,209.21818957243212,204.90205375258859,205.57676696777344,25030800
2020-02-12,206.2316120616819,209.57536719879477,205.7851038096818,209.1189422607422,13813700
2020-02-13,207.88861429981483,212.66115967424702,207.55125014251132,211.4804229736328,15396600
2020-02-14,212.3337074056923,213.25645877349032,210.99421300859052,212.51229858398438,10741700
2020-02-18,211.88721815961387,216.28271715809083,211.73837703502883,216.1041259765625,15609200
2020-02-19,216.2926461020249,216.62007840377584,214.42727970658711,215.79653930664062,12135100
2020-02-20,214.83409174221154,217.0665723300639,211.2918819422964,212.90919494628906,13109200
2020-02-21,211.81776509390582,212.5718571551109,207.20397769196722,208.54345703125,14092300
2020-02-24,200.22874296310218,202.0643293641482,196.62700211253812,199.1571502685547,23080100
2020-02-25,200.67519541090203,201.91546237883097,194.42424686454467,195.2378692626953,21433500
2020-02-26,195.65460357799446,199.6433065171503,193.96784347416536,195.66452026367188,16524500
2020-02-27,190.3264112977289,194.3547959067369,188.02446858402297,188.27252197265625,21682600
2020-02-28,181.27742781433986,191.23926117317146,180.4042901120362,190.9713592529297,32568900
2020-03-02,192.51923784953004,195.03946932031346,187.37957775427904,194.9104766845703,24949000
2020-03-03,194.69214924139928,195.70421132887967,182.53753292619203,184.4425811767578,27984100
2020-03-04,187.69704660686287,190.33633844052602,184.93869398490696,190.26687622070312,23062500
2020-03-05,185.32565973285247,187.5184585064804,182.4581629611719,183.7281951904297,19333400
2020-03-06,176.94144297065125,182.34900375294296,174.8875536690963,179.67994689941406,24559600
2020-03-09,168.27943371546766,173.63738113448332,163.90376807728393,168.18020629882812,29949000
2020-03-10,173.309955010909,176.90176354973235,168.18021229917125,176.80255126953125,24517800
2020-03-11,172.6550782358711,174.51052791093812,166.35453113683502,168.91444396972656,20373900
2020-03-12,158.2977734814563,165.30281520624732,153.13826505938434,153.2672576904297,43266300
2020-03-13,162.2567048752018,169.46017087461817,156.37288491134964,168.9541473388672,35028600
2020-03-16,151.1340046050276,157.89097777264303,141.98579268312238,144.8731231689453,39120400
2020-03-17,149.56629056018528,152.7413712017619,138.9099105437907,148.25656127929688,34255600
2020-03-18,138.6618382645267,147.02619090123744,136.03247851442796,145.81570434570312,37553100
2020-03-19,145.4783478577257,158.68470796752493,143.67252704466907,151.9376678466797,39862300
