Date,Open,High,Low,Close,Volume
2020-01-02,117.33911147002149,118.43873052280593,116.8942328032374,118.43032836914062,10803700
2020-01-03,116.15783882531366,117.61931202449885,115.8030309735662,116.8674545288086,10386800
2020-01-06,115.36375536395883,116.80834235675412,115.31307036252512,116.77454376220703,10259000
2020-01-07,115.97201504237763,116.46199159885926,114.73863689191398,114.78932189941406,10531300
2020-01-08,114.63725414374525,116.22545312966461,114.55278342792542,115.6847915649414,9695300
2020-01-09,116.62249676832482,116.77455178307011,115.76925621762801,116.107177734375,9469000
2020-01-10,115.91288288242792,115.94666858948106,114.73017688935886,114.9498291015625,10190900
2020-01-13,115.05123676766729,115.90446472167969,114.68797262341772,115.90446472167969,12355200
2020-01-14,116.5296109999355,118.91189730261273,116.31841481148858,117.2561264038086,24906000
2020-01-15,116.45355013766344,117.087138521676,115.01740615492405,115.49893951416016,16293400
2020-01-16,116.11560957007558,116.4957599601079,115.60029058657817,115.9466552734375,10783800
2020-01-17,116.19165331416,116.82524168292144,116.00581258514728,116.74921417236328,14697700
2020-01-21,115.89598337022196,116.63939782790237,115.47359113570137,115.60030364990234,8474200
2020-01-22,115.93820847064264,116.07336416952491,115.21169341630751,115.46511840820312,7549100
2020-01-23,114.64572579411917,115.51585291649505,113.8093843845777,115.34688568115234,9345700
2020-01-24,115.20324670723306,115.2539317097409,111.78188013408243,112.48303985595703,15166400
2020-01-27,110.05004204405137,112.30561432556766,109.57696495150047,111.53685760498047,12860500
2020-01-28,112.22114992053977,114.02054471032571,111.91702703903209,113.5643539428711,13062800
2020-01-29,113.88540046356484,114.50208956135481,112.93924591458418,113.39542388916016,9326000
2020-01-30,112.0944374103468,115.00049763541861,112.0944374103468,114.79774475097656,9048900
2020-01-31,113.61506113587133,113.90228474459799,111.06380858154169,111.81566619873047,12785200
2020-02-03,112.06910219814141,113.40386310413928,112.06910219814141,112.66889190673828,10021100
2020-02-04,114.51053049453476,115.39755671195032,114.11348078664767,114.29087829589844,9157100
2020-02-05,115.37220830773515,116.35214838626727,114.89911822970134,116.23387908935547,10150700
2020-02-06,116.78303480029503,116.8252637205344,115.8284240196949,116.25081634521484,8992300
2020-02-07,115.50735929491438,116.30145863763629,115.14410821579771,115.87906646728516,6379800
2020-02-10,115.6932240497159,116.45353776397758,115.5242697433424,116.36061096191406,5960700
