Date,Open,High,Low,Close,Volume
2020-01-02,205.7039460799515,208.9139053771762,205.64695220643736,208.7144775390625,15873500
2020-01-03,205.4665205702207,207.22630240410257,205.1436132545173,206.0838165283203,8604500
2020-01-06,204.07996181924173,206.2357735674345,203.32020290667376,205.74192810058594,11885500
2020-01-07,206.69162063948474,207.9262270462006,205.78941328152936,206.68212890625,9388000
2020-01-08,205.70394110817188,209.55019423364737,205.43802766965,207.03350830078125,11959100
2020-01-09,210.3574538545127,211.8579737744501,209.7116681754289,210.6233673095703,13122500
2020-01-10,212.6367073214513,214.59309121814218,210.89022839675087,212.5702362060547,12296000
2020-01-13,217.29972267099294,219.51251388253706,215.6187583703236,218.88571166992188,17544800
2020-01-14,218.4773475820076,218.59605946240524,213.56742594770589,215.096435546875,17266900
2020-01-15,215.24835377181208,216.35950961117982,213.10204841010997,213.73834228515625,10743400
2020-01-16,214.91597862672123,214.94446831705818,211.52556056466955,212.67469787597656,13700500
2020-01-17,214.53608833582192,216.53045357310492,214.01376769428157,215.98912048339844,12956200
2020-01-21,211.25965274508602,211.40211569175455,209.62617616341896,211.07920837402344,15831100
2020-01-22,213.38696937396125,214.2321973344322,210.83228753523582,211.1836700439453,10059600
2020-01-23,206.96702857833992,209.05636921353528,205.8653933693776,208.10667419433594,18519900
2020-01-24,207.49887415186353,208.7714620254019,200.69430108682104,202.997314453125,18143900
2020-01-27,191.09763104688693,197.55556001229448,189.4641544706016,195.1338348388672,24574700
2020-01-28,199.18904712265015,200.30018860402603,196.74832386241332,199.65438842773438,16196700
2020-01-29,201.86716852766546,203.21573369971975,198.98010208024712,201.35433959960938,12871900
2020-01-30,197.42261868324277,199.30301089187657,194.71598189758146,198.08740234375,14376000
2020-01-31,196.11202543126632,197.47008238041565,194.4291628090384,196.19749450683594,18181400
2020-02-03,198.17286355151546,204.2034328913611,198.17286355151546,202.38002014160156,14118800
2020-02-04,210.21499757009622,213.0925723090344,209.39825927675824,211.66802978515625,16695100
2020-02-05,215.12491173915913,215.29584988043058,206.5966403529071,209.14183044433594,15766100
2020-02-06,211.90544313016943,212.39927408052876,208.72395918664026,209.78761291503906,10790800
2020-02-07,206.52067503144556,206.88154926687002,204.07046026421773,205.637451171875,13790300
2020-02-10,202.75988347255438,204.9156951904297,201.52527706839334,204.9156951904297,17420300
2020-02-11,208.84742239840534,208.94238319980965,204.4598218235851,206.2832489013672,16073500
2020-02-12,210.00606925183905,214.1752299061185,209.13235155223748,213.02609252929688,18671900
2020-02-13,208.9328895109536,213.68136427256619,207.97370282593803,209.2747802734375,28069700
2020-02-14,209.9775652267611,210.49039413825324,207.25193078855602,208.58151245117188,10690000
2020-02-18,207.5558422703564,209.74014363830892,206.56815136898172,209.42674255371094,12987000
2020-02-19,210.3764494493209,212.31382095600077,209.6451802105306,210.9652557373047,10798100
2020-02-20,211.30713342112293,211.30713342112293,203.44366013220778,207.0714874267578,14950100
2020-02-21,206.59664784129004,206.6536417149751,200.91747569113826,201.89566040039062,17681200
