Date,Open,High,Low,Close,Volume
2020-01-02,268.09140064267433,268.56546914621606,265.3016331181639,265.74835205078125,2103600
2020-01-03,264.43544303974846,267.033762841048,263.7790256986049,265.96710205078125,1926000
2020-01-06,264.89139285632314,266.27717880613545,263.13183866747744,266.0401306152344,2655100
2020-01-07,265.59328642508314,265.93060695461924,263.7334327927919,265.6206359863281,1963400
2020-01-08,265.29247919017484,269.3859833548424,264.84576030492514,268.6657409667969,2492800
2020-01-09,272.1848951253889,275.29375972796277,271.4190792671313,272.97808837890625,3261200
2020-01-10,273.5068419172153,273.7529880588211,270.4618024159102,270.9905700683594,2024200
2020-01-13,270.69886874915966,274.0994529054474,270.5894426341031,273.3883361816406,1778600
2020-01-14,272.8230554423201,274.41851190689505,272.21221129681675,273.2789001464844,1459900
2020-01-15,272.0024904766607,274.4549367594904,271.71986903790014,274.2543640136719,1604000
2020-01-16,274.77406998923817,277.20826500356577,274.4002740123552,276.26922607421875,1758600
2020-01-17,276.6065676944057,278.33877204812825,276.26924705667415,277.7735290527344,2506500
2020-01-21,279.15933020302407,285.6687786294443,278.75818460559145,285.5958557128906,3585900
2020-01-22,285.72346440793154,285.86933805677074,282.8151728738564,284.3468322753906,2218900
2020-01-23,284.4653222809743,285.7234581298329,283.28926296360913,285.2493896484375,1535900
2020-01-24,286.28866408945606,286.5257122107709,281.8031683122103,283.0886535644531,1986100
2020-01-27,279.1136923502354,284.2373821082658,278.65784766966254,282.1222839355469,2265100
2020-01-28,283.08868007060016,284.1826906399618,281.8031946979948,283.3986511230469,1571700
2020-01-29,283.40771433152554,284.4197038932863,282.06755780853075,282.2407531738281,1713700
2020-01-30,281.5661646457341,282.2955328947241,279.58781413218526,282.1405334472656,1232600
2020-01-31,281.30178576426175,281.876154604277,277.6641535409063,278.53936767578125,1837000
2020-02-03,279.8886472184137,281.3291042357905,275.029354933711,275.3302001953125,2816800
2020-02-04,277.6732453181722,278.89490576703076,276.02308974137014,277.9740905761719,1982300
2020-02-05,279.88863746501517,282.249909601991,278.4299289039445,281.66644287109375,1731800
2020-02-06,282.62572393457884,284.90060765429917,281.2553066805381,283.77685546875,1917900
